condition,series,suite_root,dataset,chunk_size,segment_selection_mode,llm_provider,llm_engine,temperature,top_k,max_iter,seed,repeat_id,train_f1,val_f1,test_f1,precision,recall,point_f1,point_f1_fixed,point_f1_oracle,point_f1pa,affiliation_f1,event_f1pa,rule_num_lines,rule_num_conditions,rule_num_thresholds,prompt_rows,avg_chunk_anomaly_density,max_chunk_anomaly_density,train_val_gap,val_test_gap,runtime_sec,token_count_detection,token_count_repair,token_count_review,split_train_total_points,split_train_anomaly_point_count,split_train_anomaly_event_count,split_train_anomaly_point_ratio,split_train_anomaly_event_ratio,split_val_total_points,split_val_anomaly_point_count,split_val_anomaly_event_count,split_val_anomaly_point_ratio,split_val_anomaly_event_ratio,split_test_total_points,split_test_anomaly_point_count,split_test_anomaly_event_count,split_test_anomaly_point_ratio,split_test_anomaly_event_ratio,split_flags_test_event_count_lt_5,split_flags_test_anomaly_point_count_lt_5
event_bounded_reference,9ee5879409dccef9,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,9ee5879409dccef9,250,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,4,0.06825488852579982,0.16996205312562412,0.33532934131736525,0.0335195530726257,0.4285714285714285,0.33532934131736525,0.33532934131736525,0.33532934131736525,0.8117359413202928,0.03125,0.06217616580310867,57,6,40,155,0.483871,0.483871,-0.1017071645998243,-0.16536728819174112,681.4036674499512,10925,0,0,36651,1295,26,0.03533327876456304,0.0007093940138058989,9163,851,9,0.09287351304158027,0.0009822110662446796,19635,799,14,0.04069264069264069,0.00071301247771836,False,False
event_bounded_reference,9ee5879409dccef9,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,9ee5879409dccef9,250,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,5,0.06825488852579982,0.16996205312562412,0.07820299500831947,0.5714285714285714,0.2857142857142857,0.03663003663003663,0.03663003663003663,0.07820299500831947,0.0915448982140626,0.23529411764705882,0.3809523809523805,48,5,30,155,0.483871,0.483871,-0.1017071645998243,0.09175905811730466,611.2819516658783,10938,0,0,36651,1295,26,0.03533327876456304,0.0007093940138058989,9163,851,9,0.09287351304158027,0.0009822110662446796,19635,799,14,0.04069264069264069,0.00071301247771836,False,False
fixed,88cf3a776ba00e7c,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,88cf3a776ba00e7c,250,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,0.07547070717680733,0.2409972299168975,0.11104161655039693,0.04081632653061224,0.14285714285714285,0.07399898631525595,0.07399898631525595,0.11104161655039693,0.47575057736720505,0.007202881152460984,0.06349206349206314,54,13,56,1250,,,-0.16552652274009017,0.12995561336650058,1116.850539445877,21537,0,0,36644,1437,28,0.03921515118436852,0.0007641087217552669,9161,515,6,0.056216570243423206,0.0006549503329330859,19631,1154,14,0.05878457541643319,0.0007131577606846315,False,False
fixed,88cf3a776ba00e7c,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,88cf3a776ba00e7c,250,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,2,0.1389615240941352,0.10644894584539065,0.11104161655039693,0.037037037037037035,0.14285714285714285,0.11088573360378634,0.11088573360378634,0.11104161655039693,0.759358288770053,0.009900990099009901,0.05882352941176438,79,9,50,1250,,,0.03251257824874455,-0.004592670705006283,1310.9092671871185,21715,0,0,36644,1437,28,0.03921515118436852,0.0007641087217552669,9161,515,6,0.056216570243423206,0.0006549503329330859,19631,1154,14,0.05878457541643319,0.0007131577606846315,False,False
fixed,88cf3a776ba00e7c,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,88cf3a776ba00e7c,250,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,3,0.2799368088467615,0.2601156069364161,0.22287636669470146,0.02145922746781116,0.3571428571428571,0.19889502762430938,0.19889502762430938,0.22287636669470146,0.8243300723096549,0.01342281879194631,0.04048582995951406,76,16,66,1250,,,0.019821201910345365,0.037239240241714655,1500.2918362617493,22143,0,0,36644,1437,28,0.03921515118436852,0.0007641087217552669,9161,515,6,0.056216570243423206,0.0006549503329330859,19631,1154,14,0.05878457541643319,0.0007131577606846315,False,False
fixed,88cf3a776ba00e7c,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,88cf3a776ba00e7c,250,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,4,0.07547070717680733,0.10644894584539065,0.11104161655039693,0.0012922679302175318,0.4285714285714285,0.0,0.0,0.11104161655039693,0.2869398018044665,0.0,0.002576766158471113,78,9,62,1250,,,-0.03097823866858332,-0.004592670705006283,1341.762933731079,21740,0,0,36644,1437,28,0.03921515118436852,0.0007641087217552669,9161,515,6,0.056216570243423206,0.0006549503329330859,19631,1154,14,0.05878457541643319,0.0007131577606846315,False,False
fixed,88cf3a776ba00e7c,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,88cf3a776ba00e7c,250,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,5,0.1976976976976977,0.18287485470747772,0.20460614152202933,0.006127450980392157,0.3571428571428571,0.18688072243822904,0.18688072243822904,0.20460614152202933,0.6605316973415128,0.004097760866383726,0.012048192771084305,81,14,69,1250,,,0.014822842990219992,-0.02173128681455161,1646.829704284668,22404,0,0,36644,1437,28,0.03921515118436852,0.0007641087217552669,9161,515,6,0.056216570243423206,0.0006549503329330859,19631,1154,14,0.05878457541643319,0.0007131577606846315,False,False
fixed,9ee5879409dccef9,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,9ee5879409dccef9,250,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,0.29822280017338537,0.33002291825821234,0.07820299500831947,0.016,0.14285714285714285,0.029437229437229435,0.029437229437229435,0.07820299500831947,0.0911595591758504,0.01081081081081081,0.028776978417266,77,20,60,1250,,,-0.03180011808482697,0.2518199232498929,1002.8281991481781,21646,0,0,36651,1295,26,0.03533327876456304,0.0007093940138058989,9163,851,9,0.09287351304158027,0.0009822110662446796,19635,799,14,0.04069264069264069,0.00071301247771836,False,False
fixed,9ee5879409dccef9,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,9ee5879409dccef9,250,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,2,0.3125,0.21181262729124234,0.8727705112960761,0.6666666666666665,0.14285714285714285,0.8682530470110273,0.8682530470110273,0.8727705112960761,0.9260372820204443,0.0255863539445629,0.23529411764705851,40,7,34,1250,,,0.10068737270875766,-0.6609578840048338,928.7534806728363,21298,0,0,36651,1295,26,0.03533327876456304,0.0007093940138058989,9163,851,9,0.09287351304158027,0.0009822110662446796,19635,799,14,0.04069264069264069,0.00071301247771836,False,False
fixed,9ee5879409dccef9,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,9ee5879409dccef9,250,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,3,0.28867313915857606,0.20711297071129708,0.747787610619469,0.20454545454545456,0.6428571428571428,0.747787610619469,0.747787610619469,0.747787610619469,0.9516027655562534,0.03152364273204904,0.3103448275862065,48,7,37,1250,,,0.08156016844727898,-0.5406746399081719,964.8423092365265,20459,0,0,36651,1295,26,0.03533327876456304,0.0007093940138058989,9163,851,9,0.09287351304158027,0.0009822110662446796,19635,799,14,0.04069264069264069,0.00071301247771836,False,False
fixed,9ee5879409dccef9,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,9ee5879409dccef9,250,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,4,0.24286405418480894,0.3009345794392524,0.3034953111679454,0.05357142857142857,0.21428571428571425,0.3034953111679454,0.3034953111679454,0.3034953111679454,0.8949416342412446,0.020618556701030927,0.0857142857142854,73,8,61,1250,,,-0.05807052525444345,-0.002560731728693033,947.4265077114105,20896,1901,0,36651,1295,26,0.03533327876456304,0.0007093940138058989,9163,851,9,0.09287351304158027,0.0009822110662446796,19635,799,14,0.04069264069264069,0.00071301247771836,False,False
fixed,9ee5879409dccef9,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,9ee5879409dccef9,250,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,5,0.48856548856548865,0.16996205312562412,0.08237232289950577,0.7499999999999999,0.21428571428571425,0.08237232289950577,0.08237232289950577,0.08237232289950577,0.15880322209436118,0.027972027972027972,0.3333333333333329,47,7,35,1250,,,0.3186034354398645,0.08758973022611835,936.359053850174,21740,0,0,36651,1295,26,0.03533327876456304,0.0007093940138058989,9163,851,9,0.09287351304158027,0.0009822110662446796,19635,799,14,0.04069264069264069,0.00071301247771836,False,False
random,88cf3a776ba00e7c,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,88cf3a776ba00e7c,250,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,0.12982005141388175,0.12880143112701253,0.3161711385061639,0.46153846153846145,0.4285714285714285,0.3161711385061639,0.3161711385061639,0.3161711385061639,0.9088345864661649,0.0502092050209205,0.44444444444444386,37,7,43,1250,0.0,0.0,0.0010186202868692207,-0.18736970737915137,638.9572870731354,20879,0,0,36644,1437,28,0.03921515118436852,0.0007641087217552669,9161,515,6,0.056216570243423206,0.0006549503329330859,19631,1154,14,0.05878457541643319,0.0007131577606846315,False,False
random,88cf3a776ba00e7c,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,88cf3a776ba00e7c,250,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,2,0.08123791102514508,0.10644894584539065,0.11104161655039693,0.8333333333333333,0.3571428571428571,0.06153846153846153,0.06153846153846153,0.11104161655039693,0.566467065868263,0.18947368421052632,0.49999999999999956,66,13,49,1250,0.0,0.0,-0.025211034820245573,-0.004592670705006283,609.6986606121063,21818,0,0,36644,1437,28,0.03921515118436852,0.0007641087217552669,9161,515,6,0.056216570243423206,0.0006549503329330859,19631,1154,14,0.05878457541643319,0.0007131577606846315,False,False
random,88cf3a776ba00e7c,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,88cf3a776ba00e7c,250,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,3,0.16637168141592923,0.1247892074198988,0.12527634487840825,0.9999999999999998,0.3571428571428571,0.12527634487840825,0.12527634487840825,0.12527634487840825,0.5795644891122274,0.09216589861751152,0.5263157894736837,61,14,55,1250,0.0,0.0,0.041582473996030433,-0.0004871374585094512,638.437584400177,21481,0,0,36644,1437,28,0.03921515118436852,0.0007641087217552669,9161,515,6,0.056216570243423206,0.0006549503329330859,19631,1154,14,0.05878457541643319,0.0007131577606846315,False,False
random,88cf3a776ba00e7c,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,88cf3a776ba00e7c,250,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,4,0.1144310235219326,0.17525773195876287,0.18735719725818736,0.6363636363636362,0.49999999999999994,0.18735719725818736,0.18735719725818736,0.18735719725818736,0.6080843585237254,0.11560693641618497,0.5599999999999993,56,11,43,1250,0.0,0.0,-0.060826708436830274,-0.012099465299424489,492.0992753505707,21035,0,0,36644,1437,28,0.03921515118436852,0.0007641087217552669,9161,515,6,0.056216570243423206,0.0006549503329330859,19631,1154,14,0.05878457541643319,0.0007131577606846315,False,False
random,88cf3a776ba00e7c,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,88cf3a776ba00e7c,250,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,5,0.26468010517090274,0.21621621621621623,0.2597864768683274,0.06557377049180328,0.2857142857142857,0.2597864768683274,0.2597864768683274,0.2597864768683274,0.9078947368421049,0.036630036630036625,0.10666666666666637,52,7,52,1250,0.0,0.0,0.04846388895468651,-0.04357026065211117,637.8014929294586,20998,0,0,36644,1437,28,0.03921515118436852,0.0007641087217552669,9161,515,6,0.056216570243423206,0.0006549503329330859,19631,1154,14,0.05878457541643319,0.0007131577606846315,False,False
random,9ee5879409dccef9,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,9ee5879409dccef9,250,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,0.06825488852579982,0.16996205312562412,0.8363636363636364,0.9999999999999999,0.49999999999999994,0.8363636363636364,0.8363636363636364,0.8363636363636364,0.9180771834800265,0.023728813559322035,0.6666666666666661,52,7,44,1250,0.0,0.0,-0.1017071645998243,-0.6664015832380124,718.7083933353424,20886,3792,0,36651,1295,26,0.03533327876456304,0.0007093940138058989,9163,851,9,0.09287351304158027,0.0009822110662446796,19635,799,14,0.04069264069264069,0.00071301247771836,False,False
random,9ee5879409dccef9,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,9ee5879409dccef9,250,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,2,0.06825488852579982,0.16996205312562412,0.07820299500831947,0.39999999999999997,0.4285714285714285,0.0645933014354067,0.0645933014354067,0.07820299500831947,0.10772833723653383,0.23529411764705885,0.41379310344827525,62,11,57,1250,0.0,0.0,-0.1017071645998243,0.09175905811730466,662.9588279724121,21264,0,0,36651,1295,26,0.03533327876456304,0.0007093940138058989,9163,851,9,0.09287351304158027,0.0009822110662446796,19635,799,14,0.04069264069264069,0.00071301247771836,False,False
random,9ee5879409dccef9,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,9ee5879409dccef9,250,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,3,0.10872675250357654,0.16996205312562412,0.12672811059907835,0.5714285714285714,0.5714285714285714,0.12672811059907835,0.12672811059907835,0.12672811059907835,0.9467532467532461,0.24096385542168677,0.5714285714285708,57,12,51,1250,0.0,0.0,-0.061235300622047587,0.04323394252654578,566.6090531349182,20716,0,0,36651,1295,26,0.03533327876456304,0.0007093940138058989,9163,851,9,0.09287351304158027,0.0009822110662446796,19635,799,14,0.04069264069264069,0.00071301247771836,False,False
random,9ee5879409dccef9,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,9ee5879409dccef9,250,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,4,0.06825488852579982,0.16996205312562412,0.07820299500831947,0.33333333333333326,0.14285714285714285,0.004968944099378882,0.004968944099378882,0.07820299500831947,0.0915448982140626,0.2,0.19999999999999954,70,15,70,1250,0.0,0.0,-0.1017071645998243,0.09175905811730466,630.0996747016907,22610,0,0,36651,1295,26,0.03533327876456304,0.0007093940138058989,9163,851,9,0.09287351304158027,0.0009822110662446796,19635,799,14,0.04069264069264069,0.00071301247771836,False,False
random,9ee5879409dccef9,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini,9ee5879409dccef9,250,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,5,0.16298342541436467,0.16996205312562412,0.16245883644346873,0.5333333333333332,0.5714285714285714,0.16245883644346873,0.16245883644346873,0.16245883644346873,0.9416983523447396,0.19047619047619047,0.5517241379310338,53,9,48,1250,0.0,0.0,-0.006978627711259455,0.007503216682155395,555.6847648620605,20829,0,0,36651,1295,26,0.03533327876456304,0.0007093940138058989,9163,851,9,0.09287351304158027,0.0009822110662446796,19635,799,14,0.04069264069264069,0.00071301247771836,False,False
